04/02/23,70.00,food - uncle shake,
04/02/23,60.00,diesel - sonu's bike,
04/02/23,150.00,bike fine ,
04/02/23,149.00,jio recharge,
05/02/23,60.00,food - cafeteria,
06/02/23,20.00,bus fare,
07/02/23,10.00,grocery,
08/02/23,161.00,food - hotel grand,
08/02/23,98.00,groceries,
09/02/23,100.00,food - lime kitchen,
10/02/23,10.00,grocery,
10/02/23,195.00,food - mandhi souk,
12/02/23,20.00,lime,
12/02/23,100.00,food - meet n eat,
13/02/23,20.00,ice cream,
15/02/23,10.00,lime,
15/02/23,10.00,groceries,
16/02/23,43.00,food - club arabia,
16/02/23,90.00,food - meet n eat,
17/02/23,236.00,ATM fee,
17/02/23,170.00,groceries,
17/02/23,280.00,food - mandhi souk,
18/02/23,10.00,bus fare,
19/02/23,10.00,groceries,
20/02/23,130.00,food - club arabia,
20/02/23,60.00,groceries,
20/02/23,10.00,lime,
21/02/23,70.00,biriyani,
21/02/23,20.00,lime,
22/02/23,20.00,jio recharge,
22/02/23,20.00,ice cream,
23/02/23,100.00,food - swad,
24/02/23,100.00,food - lime kitchen,
24/03/23,149.00,jio recharge,
25/02/23,10.00,lime,
26/02/23,70.00,food - Kannie kada,
26/02/23,15.00,water,
27/02/23,160.00,diesel - munnar,
27/02/23,40.00,towel,
27/02/23,10.00,lighter ,
27/02/23,30.00,coffee x 3,
27/02/23,93.00,food - idly shop,
27/02/23,95.00,mess fee,
27/02/23,10.00,lime,
28/02/23,5.00,sip up,
28/02/23,299.00,VI recharge,
01/03/23,100.00,auto fare,
01/03/23,100.00,Google play account,
05/03/23,184.00,food - persian table,
07/03/23,200.00,food - lime kitchen,
13/03/23,262.00,food - ming's wok,
13/03/23,30.00,food - peni ice candy,
13/03/23,13.30,parking fare,
16/03/23,10.00,lime,
16/03/23,12.00,coffee ,
16/03/23,15.00,coffee,
16/03/23,80.00,food,
16/03/23,70.00,food,
16/03/23,"2,000.00",diesel,
17/03/23,110.00,food - club arabia,
17/03/23,10.00,lime,
17/03/23,30.00,food - peni ice candy,
17/03/23,215.00,food - arippa,
17/03/23,"1,000.00",diesel,
18/03/23,10.00,lime,
18/03/23,119.00,jio recharge ,
19/03/23,20.00,lime,
19/03/23,11.00,kuluki,
19/03/23,100.00,kayaking,
19/03/23,201.60,food - burqasa kitchen,
19/03/23,"1,050.00",diesel,
20/03/23,120.00,hair cut,
20/03/23,20.00,2 lime (treat),
20/03/23,15.00,groceries,
20/03/23,1.00,candle money,
22/03/23,100.00,groceries,
22/03/23,130.00,food - club arabia,
22/03/23,10.00,food - night shop,
23/03/23,70.00,food - kanniy kada,
24/03/23,10.00,lime,
24/03/23,150.00,food - lime kitchen,
24/03/23,102.50,birthday gift - asish,
24/03/23,86.00,birthday gift - habel,
25/03/23,500.00,aster - Dr namitha,
25/03/23,185.00,aster - medicines,
25/03/23,160.00,banana chips,
25/03/23,"1,400.00",taxi fare,
25/03/23,190.00,food - mandhi souk,
27/03/23,291.04,food - 2 shawarma,
28/03/23,278.00,mess fees,
29/03/23,336.25,food - al saj (dubai),
30/03/23,246.07,food - kfc,
30/03/23,201.28,groceries,
30/03/23,223.64,transport fare,
02/04/23,130.00,Google drive storage,
02/04/23,403.96,volleyball,
03/04/23,403.96,volleyball,
04/04/23,178.69,food - bhel puri,
05/04/23,500.00,apple pencil nibs,
05/04/23,222.84,groceries,
06/04/23,178.27,food - bhel puri,
06/04/23,200.55,food - ikea,
09/04/23,998.00,amazon - chains and bracelet,
10/04/23,"1,300.00",taxi fare,
10/04/23,299.00,VI recharge,
10/04/23,"4,911.19",flight fare,
10/04/23,100.00,auto fare,
11/04/23,70.00,food - kanji kada,
11/04/23,20.00,lime,
14/04/23,75.00,food - hotel grand,
15/04/23,"4,000.00",diesel,
15/04/23,219.00,food - munnar trip,
16/04/23,90.00,food - cafeteria ,
16/04/23,"4,600.00",mess fees - march,
16/04/23,141.00,food - club arabia,
17/04/23,50.00,diesel - blessen's scooter,
17/04/23,10.00,lime,
17/04/23,219.00,food,32798.71
18/04/23,35.50,vineyard gift,
18/04/23,500.00,birthday treat,
18/04/23,120.00,groceries,
18/04/23,239.00,jio recharge,
19/04/23,"6,700.00",new apollo tire,
19/04/23,20.00,br bakers,
20/04/23,130.00,food - club arabia,
20/04/23,120.00,groceries,
21/04/23,250.00,food - mfc,
21/04/23,"1,000.00",diesel,
21/04/23,115.00,food,
22/04/23,170.00,groceries,
22/04/23,271.00,food,
23/04/23,110.00,food - club arabia,
24/04/23,10.00,lime,
25/04/23,20.00,lime,
25/04/23,70.00,food - kanji kada,
25/04/23,41.00,medicines,
26/04/23,410.00,food - hotel saj,
27/04/23,100.00,food,
28/04/23,800.00,microbiology record,
28/04/23,10.00,lime,
29/04/23,22.00,food,
29/04/23,11.00,photocopy,
29/04/23,200.00,food - mandhi souk,
29/04/23,100.00,groceries,
30/04/23,20.00,groceries,
30/04/23,"1,500.00",diesel,
30/04/23,163.75,food - mings wok,
30/04/23,220.00,food - ming's wok,
03/05/23,157.00,groceries,
04/05/23,"1,000.00",diesel,
05/05/23,100.00,gift - joel benoy,
06/05/23,10.00,lime,
07/05/23,156.00,food - kfc,
09/05/23,"1,000.00",diesel,
10/05/23,70.00,food - kanji kada,
11/05/23,40.00,sem tag (3rd sem),
11/05/23,36.00,petrol - moses,
11/05/23,100.00,food - uncle shake,
12/05/23,10.00,lime,
12/05/23,270.00,food - hotel grand,
14/05/23,840.00,food - hotel aryaas,
16/05/23,10.00,bus fare,
16/05/23,"1,000.00",diesel,
16/05/23,70.00,food - kanji kada,
16/05/23,80.00,food - club arabia,
16/05/23,80.00,shopping,
16/05/23,15.00,petrol,
18/05/23,120.00,hair cut,
18/05/23,633.00,mess fees,
18/05/23,"2,500.00",badminton racket,
19/05/23,"1,000.00",diesel,
20/05/23,477.00,unknown expense,
22/05/23,36.00,unknown expense,
23/05/23,20.00,groceries,
23/05/23,7.60,food - oh my cake,
23/05/23,66.00,food - ambady,
23/05/23,10.00,bus fare,
23/05/23,15.00,petrol - moses,
23/05/23,50.00,food - ice cream,
